PartnerId,CustomerId,CustomerName,MpnId,OrderId,SubscriptionId,SyndicationPartnerSubscriptionNumber,OfferId,DurableOfferId,OfferName,SubscriptionStartDate,SubscriptionEndDate,ChargeStartDate,ChargeEndDate,ChargeType,UnitPrice,Quantity,Amount,TotalOtherDiscount,Subtotal,Tax,TotalForCustomer,Currency,DomainName,SubscriptionName,SubscriptionDescription,BillingCycleType
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAEA,cea7e811-4d2b-4746-bc73-ac0b6009170e,42592d6c-df3c-4acb-bce7-d613ca0e102d,796b6b5f-613c-4e24-a17c-eba730d49c02,Office 365 E3,04/04/2020,04/04/2021,14/04/2020,21/04/2020,Cycle instance prorate,4.26,211,900.27,0,900.27,0,900.27,USD,thetford.com,Office 365 Enterprise E3,Office 365 E3,Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAEA,cea7e811-4d2b-4746-bc73-ac0b6009170e,42592d6c-df3c-4acb-bce7-d613ca0e102d,796b6b5f-613c-4e24-a17c-eba730d49c02,Office 365 E3,04/04/2020,04/04/2021,22/04/2020,26/04/2020,Cycle instance prorate,2.66,210,560,0,560,0,560,USD,thetford.com,Office 365 Enterprise E3,Office 365 E3,Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAEA,cea7e811-4d2b-4746-bc73-ac0b6009170e,42592d6c-df3c-4acb-bce7-d613ca0e102d,796b6b5f-613c-4e24-a17c-eba730d49c02,Office 365 E3,04/04/2020,04/04/2021,27/04/2020,29/04/2020,Cycle instance prorate,1.6,207,331.2,0,331.2,0,331.2,USD,thetford.com,Office 365 Enterprise E3,Office 365 E3,Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAEA,cea7e811-4d2b-4746-bc73-ac0b6009170e,42592d6c-df3c-4acb-bce7-d613ca0e102d,796b6b5f-613c-4e24-a17c-eba730d49c02,Office 365 E3,04/04/2020,04/04/2021,30/04/2020,03/05/2020,Cycle instance prorate,2.13,203,433.07,0,433.07,0,433.07,USD,thetford.com,Office 365 Enterprise E3,Office 365 E3,Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAEA,cea7e811-4d2b-4746-bc73-ac0b6009170e,42592d6c-df3c-4acb-bce7-d613ca0e102d,796b6b5f-613c-4e24-a17c-eba730d49c02,Office 365 E3,04/04/2020,04/04/2021,04/04/2020,03/05/2020,Cycle instance prorate,-16,214,-3424,0,-3424,0,-3424,USD,thetford.com,Office 365 Enterprise E3,Office 365 E3,Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAIA,621bd0dc-91d7-4976-adfb-52e49996cc9b,680fcd66-008a-435f-b66a-640dae37b306,a2706f86-868d-4048-989b-0c69e5c76b63,Office 365 Advanced Threat Protection (Plan 1),04/04/2020,04/04/2021,04/05/2020,03/06/2020,Cycle fee,1.6,252,403.2,0,403.2,0,403.2,USD,thetford.com,Office 365 Advanced Threat Protection,Office 365 Advanced Threat Protection (Plan 1),Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAIA,621bd0dc-91d7-4976-adfb-52e49996cc9b,680fcd66-008a-435f-b66a-640dae37b306,a2706f86-868d-4048-989b-0c69e5c76b63,Office 365 Advanced Threat Protection (Plan 1),04/04/2020,04/04/2021,04/04/2020,05/04/2020,Cycle instance prorate,0.1,262,27.95,0,27.95,0,27.95,USD,thetford.com,Office 365 Advanced Threat Protection,Office 365 Advanced Threat Protection (Plan 1),Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAIA,621bd0dc-91d7-4976-adfb-52e49996cc9b,680fcd66-008a-435f-b66a-640dae37b306,a2706f86-868d-4048-989b-0c69e5c76b63,Office 365 Advanced Threat Protection (Plan 1),04/04/2020,04/04/2021,06/04/2020,13/04/2020,Cycle instance prorate,0.42,261,111.36,0,111.36,0,111.36,USD,thetford.com,Office 365 Advanced Threat Protection,Office 365 Advanced Threat Protection (Plan 1),Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAIA,621bd0dc-91d7-4976-adfb-52e49996cc9b,680fcd66-008a-435f-b66a-640dae37b306,a2706f86-868d-4048-989b-0c69e5c76b63,Office 365 Advanced Threat Protection (Plan 1),04/04/2020,04/04/2021,14/04/2020,26/04/2020,Cycle instance prorate,0.69,260,180.27,0,180.27,0,180.27,USD,thetford.com,Office 365 Advanced Threat Protection,Office 365 Advanced Threat Protection (Plan 1),Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAIA,621bd0dc-91d7-4976-adfb-52e49996cc9b,680fcd66-008a-435f-b66a-640dae37b306,a2706f86-868d-4048-989b-0c69e5c76b63,Office 365 Advanced Threat Protection (Plan 1),04/04/2020,04/04/2021,27/04/2020,29/04/2020,Cycle instance prorate,0.16,255,40.8,0,40.8,0,40.8,USD,thetford.com,Office 365 Advanced Threat Protection,Office 365 Advanced Threat Protection (Plan 1),Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAIA,621bd0dc-91d7-4976-adfb-52e49996cc9b,680fcd66-008a-435f-b66a-640dae37b306,a2706f86-868d-4048-989b-0c69e5c76b63,Office 365 Advanced Threat Protection (Plan 1),04/04/2020,04/04/2021,30/04/2020,03/05/2020,Cycle instance prorate,0.21,252,53.76,0,53.76,0,53.76,USD,thetford.com,Office 365 Advanced Threat Protection,Office 365 Advanced Threat Protection (Plan 1),Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAIA,621bd0dc-91d7-4976-adfb-52e49996cc9b,680fcd66-008a-435f-b66a-640dae37b306,a2706f86-868d-4048-989b-0c69e5c76b63,Office 365 Advanced Threat Protection (Plan 1),04/04/2020,04/04/2021,04/04/2020,03/05/2020,Cycle instance prorate,-1.6,262,-419.2,0,-419.2,0,-419.2,USD,thetford.com,Office 365 Advanced Threat Protection,Office 365 Advanced Threat Protection (Plan 1),Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAMA,689cb987-304b-48c5-8e2a-13e190cc42c4,df84e203-4072-4878-bcea-db36213a56e2,c94271d8-b431-4a25-a3c5-a57737a1c909,Microsoft 365 Audio Conferencing,04/04/2020,04/04/2021,04/05/2020,03/06/2020,Cycle fee,4,77,308,0,308,0,308,USD,thetford.com,Audio Conferencing,Microsoft 365 Audio Conferencing,Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAMA,689cb987-304b-48c5-8e2a-13e190cc42c4,df84e203-4072-4878-bcea-db36213a56e2,c94271d8-b431-4a25-a3c5-a57737a1c909,Microsoft 365 Audio Conferencing,04/04/2020,04/04/2021,04/04/2020,13/04/2020,Cycle instance prorate,1.33,79,105.33,0,105.33,0,105.33,USD,thetford.com,Audio Conferencing,Microsoft 365 Audio Conferencing,Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAMA,689cb987-304b-48c5-8e2a-13e190cc42c4,df84e203-4072-4878-bcea-db36213a56e2,c94271d8-b431-4a25-a3c5-a57737a1c909,Microsoft 365 Audio Conferencing,04/04/2020,04/04/2021,14/04/2020,26/04/2020,Cycle instance prorate,1.73,78,135.2,0,135.2,0,135.2,USD,thetford.com,Audio Conferencing,Microsoft 365 Audio Conferencing,Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAMA,689cb987-304b-48c5-8e2a-13e190cc42c4,df84e203-4072-4878-bcea-db36213a56e2,c94271d8-b431-4a25-a3c5-a57737a1c909,Microsoft 365 Audio Conferencing,04/04/2020,04/04/2021,27/04/2020,03/05/2020,Cycle instance prorate,0.93,77,71.87,0,71.87,0,71.87,USD,thetford.com,Audio Conferencing,Microsoft 365 Audio Conferencing,Monthly
f7f66891-a582-418d-999e-cb1be5354253,11dbced0-10e1-49de-9ec3-f5eb404c5372,Thetford Corporation,1473062,5.68579E+17,XJOMcQAAAAAAAAMA,689cb987-304b-48c5-8e2a-13e190cc42c4,df84e203-4072-4878-bcea-db36213a56e2,c94271d8-b431-4a25-a3c5-a57737a1c909,Microsoft 365 Audio Conferencing,04/04/2020,04/04/2021,04/04/2020,03/05/2020,Cycle instance prorate,-4,79,-316,0,-316,0,-316,USD,thetford.com,Audio Conferencing,Microsoft 365 Audio Conferencing,Monthly
f7f66891-a582-418d-999e-cb1be5354253,93667b13-37ad-407c-9467-8916cec31c7f,LAKESIDE SOFTWARE INC,1473062,5.68579E+17,ZAs+cwAAAAAAAAEA,01051291-7b44-4d8f-86ba-bf2c9174662e,004498d5-e84a-4d9d-9066-514cf4133cf4,79c29af7-3cd0-4a6f-b182-a81e31dec84e,Enterprise Mobility + Security E3,04/05/2019,04/05/2020,04/04/2020,19/04/2020,Cycle instance prorate,3.73,97,362.13,0,362.13,0,362.13,USD,systrack.onmicrosoft.com,Enterprise Mobility + Security E3,Enterprise Mobility + Security E3,Monthly
f7f66891-a582-418d-999e-cb1be5354253,93667b13-37ad-407c-9467-8916cec31c7f,LAKESIDE SOFTWARE INC,1473062,5.68579E+17,ZAs+cwAAAAAAAAEA,01051291-7b44-4d8f-86ba-bf2c9174662e,004498d5-e84a-4d9d-9066-514cf4133cf4,79c29af7-3cd0-4a6f-b182-a81e31dec84e,Enterprise Mobility + Security E3,04/05/2019,04/05/2020,20/04/2020,20/04/2020,Cycle instance prorate,0.23,100,23.33,0,23.33,0,23.33,USD,systrack.onmicrosoft.com,Enterprise Mobility + Security E3,Enterprise Mobility + Security E3,Monthly
