Summary,,,,,,,,,,,,,,,,,,,
PartnerId,PartnerName,PartnerBillableAccountId,CustomerCompanyName,InvoiceNumber,ChargeStartDate,ChargeEndDate,ServiceName,ServiceType,Region,Sku,DetailLineItemId,ConsumedQuantity,IncludedQuantity,OverageQuantity,ListPrice,Currency,ChargeType,BillingCycleType,Unit
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Tables,,SFDC-00032,1,2.6416,0,2.6416,0.0003,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Standard HDD Managed Disks,US East 2,SFDC-00033,1,0.244608,0,0.244608,18.496,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Standard HDD Managed Disks,US East 2,SFDC-00034,1,0.489216,0,0.489216,2.5568,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Standard HDD Managed Disks,,SFDC-00035,1,5318.6432,0,5318.6432,0.0004,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Standard HDD Managed Disks,US East 2,SFDC-00036,1,0.244608,0,0.244608,34.816,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Standard HDD Managed Disks,US East 2,SFDC-00037,1,4.830534,0,4.830534,0.0425,USD,Assess usage fee when cancel,Monthly,1 GB/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Standard HDD Managed Disks,US East 2,SFDC-00038,1,1.22304,0,1.22304,5.0048,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Virtual Machines,F/FS Series Windows,US East 2,SFDC-00039,1,363.916705,0,363.916705,0.1632,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Virtual Machines,F/FS Series Windows,US East 2,SFDC-00040,1,1096,0,1096,0.6511,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Insight and Analytics,,,SFDC-00041,1,4.82795697,0,4.82795697,12.75,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Insight and Analytics,,,SFDC-00042,1,37.2535936,0,37.2535936,1.955,USD,Assess usage fee when cancel,Monthly,1 GB
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Virtual Machines,LS Series Windows,US East 2,SFDC-00043,1,183,0,183,1.8547,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Virtual Machines,Av2 Series Windows,US East 2,SFDC-00044,1,181.983353,0,181.983353,0.3213,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Virtual Machines,Av2 Series Windows,US East 2,SFDC-00045,1,1328.40009,0,1328.40009,0.1156,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Virtual Machines,Dv3/DSv3 Series,US East 2,SFDC-00046,1,181,0,181,0.0816,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Virtual Machines,Dv2/DSv2 Promo Series Windows,US East 2,SFDC-00047,1,183,0,183,0.4131,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Virtual Machines,Dv2/DSv2 Promo Series Windows,US East 2,SFDC-00048,1,180.983353,0,180.983353,0.3978,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Standard HDD Managed Disks,US East 2,SFDC-00049,1,0.244608,0,0.244608,69.632,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Virtual Machines,BS Series Windows,US East 2,SFDC-00050,1,183,0,183,0.0422,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Premium SSD Managed Disks,US East 2,SFDC-00051,1,2.692032,0,2.692032,56.576,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Premium SSD Managed Disks,US East 2,SFDC-00052,1,0.978432,0,0.978432,4.0801,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Security Center,,,SFDC-00053,1,4059,0,4059,0.017,USD,Assess usage fee when cancel,Monthly,1/Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Premium SSD Managed Disks,US East 2,SFDC-00054,1,0.98112,0,0.98112,104.448,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Premium SSD Managed Disks,US East 2,SFDC-00055,1,0.49056,0,0.49056,15.232,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Premium SSD Managed Disks,US East 2,SFDC-00056,1,2.206848,0,2.206848,29.376,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Standard HDD Managed Disks,US East 2,SFDC-00057,1,357.443268,0,357.443268,0.0425,USD,Assess usage fee when cancel,Monthly,1 GB/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,05/05/2020,13/05/2020,Storage,Premium SSD Managed Disks,US East 2,SFDC-00058,1,639.477505,0,639.477505,0.102,USD,Assess usage fee when cancel,Monthly,1 GB/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00059,1,8.923671,0,8.923671,9.6288,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00060,1,7.133103,0,7.133103,121.856,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00061,1,3.570024,0,3.570024,66.1504,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard Page Blob v2,US North Central,SFDC-00062,1,256.0942,0,256.0942,0.0004,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard Page Blob v2,US North Central,SFDC-00063,1,0.0009,0,0.0009,0.0001,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard Page Blob v2,US North Central,SFDC-00064,1,18.174,0,18.174,0.002,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard Page Blob v2,US North Central,SFDC-00065,1,0.0001,0,0.0001,0.0013,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard Page Blob v2,US North Central,SFDC-00066,1,62828.532,0,62828.532,0.0004,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard Page Blob v2,US North Central,SFDC-00067,1,1.2127,0,1.2127,0.0128,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Tiered Block Blob,US North Central,SFDC-00068,1,646.226,0,646.226,0.0034,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard Page Blob v2,US North Central,SFDC-00069,1,26661.9922,0,26661.9922,0.0004,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard Page Blob v2,US North Central,SFDC-00070,1,49857.9655,0,49857.9655,0.0383,USD,Assess usage fee when cancel,Monthly,1 GB/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Tiered Block Blob,US Central,SFDC-00071,1,0.0011,0,0.0011,0.0034,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,BS Series Windows,US North Central,SFDC-00072,1,662.900098,0,662.900098,0.1547,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Backup,,,SFDC-00073,1,37305.0788,0,37305.0788,0.0381,USD,Assess usage fee when cancel,Monthly,1 GB/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard SSD Managed Disks,US North Central,SFDC-00074,1,0.891117,0,0.891117,32.64,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard SSD Managed Disks,US North Central,SFDC-00075,1,5.46345,0,5.46345,8.16,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard SSD Managed Disks,US North Central,SFDC-00076,1,0.891117,0,0.891117,2.04,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard SSD Managed Disks,US North Central,SFDC-00077,1,0.891117,0,0.891117,65.28,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard SSD Managed Disks,,SFDC-00078,1,5693.9384,0,5693.9384,0.0017,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard SSD Managed Disks,US North Central,SFDC-00079,1,2.428123,0,2.428123,0.1122,USD,Assess usage fee when cancel,Monthly,1 GB/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,SQL Database,Single/Elastic Pool General Purpose - Storage,US North Central,SFDC-00080,1,3.47313532,0,3.47313532,0.0978,USD,Assess usage fee when cancel,Monthly,1 GB/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00081,1,0.891117,0,0.891117,445.6465,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Premium SSD Managed Disks,US North Central,SFDC-00082,1,0.891117,0,0.891117,32.3103,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Premium SSD Managed Disks,US North Central,SFDC-00083,1,1.782234,0,1.782234,4.4876,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Premium SSD Managed Disks,US North Central,SFDC-00084,1,0.891117,0,0.891117,62.237,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Premium SSD Managed Disks,US North Central,SFDC-00085,1,8.91117,0,8.91117,114.8945,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Premium SSD Managed Disks,US North Central,SFDC-00086,1,5.346702,0,5.346702,16.7535,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00087,1,1.782234,0,1.782234,891.293,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Tiered Block Blob,US North Central,SFDC-00088,1,2.3465,0,2.3465,0.0425,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Tiered Block Blob,US South Central,SFDC-00089,1,0.194,0,0.194,0.0425,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Tiered Block Blob,US Central,SFDC-00090,1,0.1924,0,0.1924,0.0425,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Dv3/DSv3 Series,US North Central,SFDC-00091,1,187.950019,0,187.950019,0.34,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Dv3/DSv3 Series,US North Central,SFDC-00092,1,1323.90012,0,1323.90012,0.085,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Dv3/DSv3 Series,US North Central,SFDC-00093,1,3019.78419,0,3019.78419,0.17,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Ev3/ESv3 Series,US North Central,SFDC-00094,1,661.866824,0,661.866824,0.2142,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Dv3/DSv3 Series Windows,US North Central,SFDC-00095,1,2.016687,0,2.016687,0.3264,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Av2 Series,US North Central,SFDC-00096,1,1323.56714,0,1323.56714,0.1624,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Av2 Series,US North Central,SFDC-00097,1,662.083435,0,662.083435,0.0774,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Av2 Series Windows,US North Central,SFDC-00098,1,661.750295,0,661.750295,0.51,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Av2 Series,US North Central,SFDC-00099,1,708.916843,0,708.916843,0.0366,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,Av2 Series,US North Central,SFDC-00100,1,662.983353,0,662.983353,0.34,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Logic Apps,,,SFDC-00101,1,3778,0,3778,0,USD,Assess usage fee when cancel,Monthly,1
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Network,Peering,,SFDC-00102,1,2150.98097,0,2150.98097,0.0085,USD,Assess usage fee when cancel,Monthly,1 GB
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Network,Peering,,SFDC-00103,1,815.775303,0,815.775303,0.0085,USD,Assess usage fee when cancel,Monthly,1 GB
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,F/FS Series,US North Central,SFDC-00104,1,661.416765,0,661.416765,0.3383,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Virtual Machines,F/FS Series,US North Central,SFDC-00105,1,661.833472,0,661.833472,0.1692,USD,Assess usage fee when cancel,Monthly,1 Hour
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00106,1,4.338747,0,4.338747,34.816,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00107,1,17.837844,0,17.837844,1.3056,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00108,1,4.465218,0,4.465218,2.5568,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00109,1,24.092106,0,24.092106,5.0048,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,,SFDC-00110,1,210315.789,0,210315.789,0.0004,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00111,1,7948.90998,0,7948.90998,0.0425,USD,Assess usage fee when cancel,Monthly,1 GB/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Standard HDD Managed Disks,US North Central,SFDC-00112,1,4.46253,0,4.46253,18.496,USD,Assess usage fee when cancel,Monthly,1/Month
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Tiered Block Blob,US North Central,SFDC-00113,1,0.0007,0,0.0007,0.0425,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Tiered Block Blob,US North Central,SFDC-00114,1,42.9714,0,42.9714,0.0085,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Tiered Block Blob,US North Central,SFDC-00115,1,2812.5488,0,2812.5488,0.085,USD,Assess usage fee when cancel,Monthly,10K
F79999999999,Universal Containers,9999999999,Salesforce.com,INV9999999999,01/05/2020,28/05/2020,Storage,Tiered Block Blob,US North Central,SFDC-00116,1,861.8346,0,861.8346,0.0034,USD,Assess usage fee when cancel,Monthly,10K
